domain,category,subCategory,region,monthlyVisits,issue
iitbcampusschool.ac.in,Schools & Universities,General,India,8931,Invalid D2C category (B2B/Industrial/Government)
iitbhilai.ac.in,Schools & Universities,Professional Institute,India,115291,Invalid D2C category (B2B/Industrial/Government)
iitbhu.ac.in,Schools & Universities,University,India,451059,Invalid D2C category (B2B/Industrial/Government)
iitbmonash.org,Schools & Universities,University,Global,10931,Invalid D2C category (B2B/Industrial/Government)
iitd.ac.in,Schools & Universities,Professional Institute,India,3188900,Invalid D2C category (B2B/Industrial/Government)
iitdalumni.com,Schools & Universities,Professional Institute,India,16488,Invalid D2C category (B2B/Industrial/Government)
iitdh.ac.in,Schools & Universities,Professional Institute,India,120134,Invalid D2C category (B2B/Industrial/Government)
iitgn.ac.in,Schools & Universities,Professional Institute,India,796905,Invalid D2C category (B2B/Industrial/Government)
iitgnrp.com,Schools & Universities,Professional Institute,Global,5723,Invalid D2C category (B2B/Industrial/Government)
iitgoa.ac.in,Schools & Universities,General,India,103305,Invalid D2C category (B2B/Industrial/Government)
iith.ac.in,Schools & Universities,Professional Institute,India,503395,Invalid D2C category (B2B/Industrial/Government)
iiti.ac.in,Schools & Universities,Professional Institute,India,196810,Invalid D2C category (B2B/Industrial/Government)
iitism.ac.in,Schools & Universities,Professional Institute,India,507172,Invalid D2C category (B2B/Industrial/Government)
iitj.ac.in,Schools & Universities,Professional Institute,India,423762,Invalid D2C category (B2B/Industrial/Government)
iitjammu.ac.in,Schools & Universities,General,India,81375,Invalid D2C category (B2B/Industrial/Government)
iitk.ac.in,Schools & Universities,Professional Institute,India,4099052,Invalid D2C category (B2B/Industrial/Government)
iitkgp.ac.in,Schools & Universities,Professional Institute,India,1950869,Invalid D2C category (B2B/Industrial/Government)
iitkgpalumnifoundation.in,Schools & Universities,Professional Institute,India,20866,Invalid D2C category (B2B/Industrial/Government)
iitm.ac.in,Schools & Universities,Professional Institute,India,3900625,Invalid D2C category (B2B/Industrial/Government)
iitmandi.ac.in,Schools & Universities,Professional Institute,India,490217,Invalid D2C category (B2B/Industrial/Government)
iitmjp.ac.in,Schools & Universities,University,India,7852,Invalid D2C category (B2B/Industrial/Government)
iitmpravartak.org.in,Schools & Universities,Professional Institute,India,161547,Invalid D2C category (B2B/Industrial/Government)
iitp-cep.in,Schools & Universities,Professional Institute,India,89090,Invalid D2C category (B2B/Industrial/Government)
iitp.ac.in,Schools & Universities,Professional Institute,India,613793,Invalid D2C category (B2B/Industrial/Government)
iitpkd.ac.in,Schools & Universities,Professional Institute,India,106368,Invalid D2C category (B2B/Industrial/Government)
iitr.ac.in,Schools & Universities,Professional Institute,India,1024787,Invalid D2C category (B2B/Industrial/Government)
iitsystem.ac.in,Schools & Universities,Professional Institute,India,48849,Invalid D2C category (B2B/Industrial/Government)
iittnif.com,Schools & Universities,Professional Institute,Global,9785,Invalid D2C category (B2B/Industrial/Government)
ikipsiliwangi.ac.id,Schools & Universities,University,Indonesia,41671,Invalid D2C category (B2B/Industrial/Government)
ilslaw.edu,Schools & Universities,University,Global,19545,Invalid D2C category (B2B/Industrial/Government)
imamnawawi.school,Schools & Universities,General,Global,23748,Invalid D2C category (B2B/Industrial/Government)
imi.edu,Schools & Universities,Professional Institute,Global,125244,Invalid D2C category (B2B/Industrial/Government)
imibh.edu.in,Schools & Universities,University,India,27249,Invalid D2C category (B2B/Industrial/Government)
imik.edu.in,Schools & Universities,University,India,25913,Invalid D2C category (B2B/Industrial/Government)
imis.ac.in,Schools & Universities,General,India,9652,Invalid D2C category (B2B/Industrial/Government)
impartus.com,Schools & Universities,University,Global,20014,Invalid D2C category (B2B/Industrial/Government)
imperialbschool.com,Schools & Universities,University,India,6025,Invalid D2C category (B2B/Industrial/Government)
imphalcollege.edu.in,Schools & Universities,University,India,1115,Invalid D2C category (B2B/Industrial/Government)
ims-ghaziabad.ac.in,Schools & Universities,University,India,12118,Invalid D2C category (B2B/Industrial/Government)
imsec.ac.in,Schools & Universities,Professional Institute,India,41707,Invalid D2C category (B2B/Industrial/Government)
imslawcollege.com,Schools & Universities,University,India,6736,Invalid D2C category (B2B/Industrial/Government)
imthyderabad.edu.in,Schools & Universities,University,India,17566,Invalid D2C category (B2B/Industrial/Government)
imtnagpur.ac.in,Schools & Universities,University,India,71392,Invalid D2C category (B2B/Industrial/Government)
india4ias.com,Schools & Universities,Vocational & Trade School,Global,65206,Invalid D2C category (B2B/Industrial/Government)
indiahikes.com,Schools & Universities,Professional Institute,UK,947580,Invalid D2C category (B2B/Industrial/Government)
indianculinaryacademy.com,Schools & Universities,University,India,14943,Invalid D2C category (B2B/Industrial/Government)
indiastudychannel.com,Schools & Universities,University,Global,77619,Invalid D2C category (B2B/Industrial/Government)
indiraicem.ac.in,Schools & Universities,University,India,20194,Invalid D2C category (B2B/Industrial/Government)
indopublicschool.com,Schools & Universities,K-12 School,India,15050,Invalid D2C category (B2B/Industrial/Government)
indoreinstituteoflaw.org,Schools & Universities,University,India,14330,Invalid D2C category (B2B/Industrial/Government)
indusuni.ac.in,Schools & Universities,University,India,32323,Invalid D2C category (B2B/Industrial/Government)
infostudy.co.in,Schools & Universities,Professional Institute,India,9565,Invalid D2C category (B2B/Industrial/Government)
infosysmysore.in,Schools & Universities,University,India,5188,Invalid D2C category (B2B/Industrial/Government)
inhawk.com,Schools & Universities,University,US,52532,Invalid D2C category (B2B/Industrial/Government)
innovativegroupofcolleges.com,Schools & Universities,University,India,8847,Invalid D2C category (B2B/Industrial/Government)
intelliadmissions.org,Schools & Universities,K-12 School,Global,6133,Invalid D2C category (B2B/Industrial/Government)
interiit-tech.com,Schools & Universities,Professional Institute,US,8906,Invalid D2C category (B2B/Industrial/Government)
inventureacademy.com,Schools & Universities,General,India,5276,Invalid D2C category (B2B/Industrial/Government)
invertisuniversity.ac.in,Schools & Universities,University,India,63716,Invalid D2C category (B2B/Industrial/Government)
ipem.org,Schools & Universities,University,Global,12074,Invalid D2C category (B2B/Industrial/Government)
ipmcareer.com,Schools & Universities,Online Courses,India,48025,Invalid D2C category (B2B/Industrial/Government)
ipsacademy.org,Schools & Universities,University,India,20441,Invalid D2C category (B2B/Industrial/Government)
ipsc.co.in,Schools & Universities,General,India,13657,Invalid D2C category (B2B/Industrial/Government)
ipu.ac.in,Schools & Universities,University,India,428450,Invalid D2C category (B2B/Industrial/Government)
iqigai.ai,Schools & Universities,Professional Institute,Global,160492,Invalid D2C category (B2B/Industrial/Government)
isab.org.in,Schools & Universities,University,India,9483,Invalid D2C category (B2B/Industrial/Government)
isb.edu,Schools & Universities,Vocational & Trade School,US,606369,Invalid D2C category (B2B/Industrial/Government)
isbf.edu.in,Schools & Universities,University,India,14133,Invalid D2C category (B2B/Industrial/Government)
isbr.in,Schools & Universities,General,India,20900,Invalid D2C category (B2B/Industrial/Government)
ish.edu.in,Schools & Universities,University,India,20183,Invalid D2C category (B2B/Industrial/Government)
ishinfo.com,Schools & Universities,University,India,69143,Invalid D2C category (B2B/Industrial/Government)
ishyd.org,Schools & Universities,General,India,7743,Invalid D2C category (B2B/Industrial/Government)
islamiacollege.edu.in,Schools & Universities,University,India,29101,Invalid D2C category (B2B/Industrial/Government)
ispatcollegerkl.com,Schools & Universities,University,Global,8135,Invalid D2C category (B2B/Industrial/Government)
isquareit.edu.in,Schools & Universities,General,India,16851,Invalid D2C category (B2B/Industrial/Government)
itcampus.in,Schools & Universities,General,India,36556,Invalid D2C category (B2B/Industrial/Government)
itcindia.org,Schools & Universities,General,India,9535,Invalid D2C category (B2B/Industrial/Government)
itg.ac.id,Schools & Universities,University,Indonesia,61126,Invalid D2C category (B2B/Industrial/Government)
itmgoi.in,Schools & Universities,General,India,15933,Invalid D2C category (B2B/Industrial/Government)
iudehradun.edu.in,Schools & Universities,University,India,11930,Invalid D2C category (B2B/Industrial/Government)
iust.ac.in,Schools & Universities,University,India,255043,Invalid D2C category (B2B/Industrial/Government)
iuu.ac,Schools & Universities,University,India,30950,Invalid D2C category (B2B/Industrial/Government)
ivri.nic.in,Schools & Universities,Research Institute,India,49838,Invalid D2C category (B2B/Industrial/Government)
jadavpuruniversity.in,Schools & Universities,University,India,240791,Invalid D2C category (B2B/Industrial/Government)
jagannath.org,Schools & Universities,University,India,10233,Invalid D2C category (B2B/Industrial/Government)
jagsom.edu.in,Schools & Universities,Professional Institute,India,19630,Invalid D2C category (B2B/Industrial/Government)
jaihindcollege.com,Schools & Universities,University,Global,37692,Invalid D2C category (B2B/Industrial/Government)
jaikranticollege.com,Schools & Universities,University,US,590,Invalid D2C category (B2B/Industrial/Government)
jainuniversity.ac.in,Schools & Universities,University,India,608971,Invalid D2C category (B2B/Industrial/Government)
jainuniversitykochi.in,Schools & Universities,University,India,6345,Invalid D2C category (B2B/Industrial/Government)
jamiahamdard.ac.in,Schools & Universities,University,India,45966,Invalid D2C category (B2B/Industrial/Government)
jamiahamdardonline.in,Schools & Universities,University,India,32070,Invalid D2C category (B2B/Industrial/Government)
jammuuniversity.ac.in,Schools & Universities,University,India,97717,Invalid D2C category (B2B/Industrial/Government)
jaro.in,Schools & Universities,Vocational & Trade School,India,39847,Invalid D2C category (B2B/Industrial/Government)
jawaharinstitutepahalgam.com,Schools & Universities,General,India,14069,Invalid D2C category (B2B/Industrial/Government)
jaypeeu.ac.in,Schools & Universities,University,India,6447,Invalid D2C category (B2B/Industrial/Government)
jbmsmartstart.in,Schools & Universities,Pre-School,India,2830,Invalid D2C category (B2B/Industrial/Government)
jbs.ac.in,Schools & Universities,University,India,12252,Invalid D2C category (B2B/Industrial/Government)
jcboseust.ac.in,Schools & Universities,University,India,52766,Invalid D2C category (B2B/Industrial/Government)
jcclawcollege.in,Schools & Universities,University,India,21290,Invalid D2C category (B2B/Industrial/Government)
jcoet.ac.in,Schools & Universities,University,India,1293,Invalid D2C category (B2B/Industrial/Government)
jdbikolkata.in,Schools & Universities,University,India,24097,Invalid D2C category (B2B/Industrial/Government)
jecassam.ac.in,Schools & Universities,University,India,32651,Invalid D2C category (B2B/Industrial/Government)
jecc.ac.in,Schools & Universities,General,India,15852,Invalid D2C category (B2B/Industrial/Government)
jeccac.in,Schools & Universities,General,India,28619,Invalid D2C category (B2B/Industrial/Government)
jecrcfoundation.com,Schools & Universities,General,Global,19961,Invalid D2C category (B2B/Industrial/Government)
jgigroup.in,Schools & Universities,University,India,37156,Invalid D2C category (B2B/Industrial/Government)
jguni.in,Schools & Universities,University,India,11938,Invalid D2C category (B2B/Industrial/Government)
jietjodhpur.ac.in,Schools & Universities,University,India,11034,Invalid D2C category (B2B/Industrial/Government)
jimsindia.org,Schools & Universities,University,India,23383,Invalid D2C category (B2B/Industrial/Government)
jioinstitute.edu.in,Schools & Universities,University,India,91300,Invalid D2C category (B2B/Industrial/Government)
jirs.ac.in,Schools & Universities,General,India,37989,Invalid D2C category (B2B/Industrial/Government)
jisgroup.org,Schools & Universities,University,Global,30094,Invalid D2C category (B2B/Industrial/Government)
jits.ac.in,Schools & Universities,General,India,11129,Invalid D2C category (B2B/Industrial/Government)
jiwaji.edu,Schools & Universities,University,India,88429,Invalid D2C category (B2B/Industrial/Government)
jjcollegegaya.ac.in,Schools & Universities,University,India,25844,Invalid D2C category (B2B/Industrial/Government)
jkscollege.ac.in,Schools & Universities,University,India,4016,Invalid D2C category (B2B/Industrial/Government)
jmc.ac.in,Schools & Universities,University,India,48615,Invalid D2C category (B2B/Industrial/Government)
jmc.edu,Schools & Universities,University,US,28144,Invalid D2C category (B2B/Industrial/Government)
jminternationalschool.com,Schools & Universities,K-12 School,India,5098,Invalid D2C category (B2B/Industrial/Government)
jnanadeepa.com,Schools & Universities,K-12 School,Global,4662,Invalid D2C category (B2B/Industrial/Government)
jncu.ac.in,Schools & Universities,University,India,13451,Invalid D2C category (B2B/Industrial/Government)
jncu.in,Schools & Universities,University,India,35667,Invalid D2C category (B2B/Industrial/Government)
jnkvv.org,Schools & Universities,University,Global,20737,Invalid D2C category (B2B/Industrial/Government)
jntuh.ac.in,Schools & Universities,University,India,243542,Invalid D2C category (B2B/Industrial/Government)
jntuhceh.ac.in,Schools & Universities,University,India,33554,Invalid D2C category (B2B/Industrial/Government)
jntuhcej.ac.in,Schools & Universities,University,India,7661,Invalid D2C category (B2B/Industrial/Government)
jntuksdc.co.in,Schools & Universities,University,India,14178,Invalid D2C category (B2B/Industrial/Government)
jnu.ac.in,Schools & Universities,University,India,430108,Invalid D2C category (B2B/Industrial/Government)
jnujaipur-ac.in,Schools & Universities,University,India,5579,Invalid D2C category (B2B/Industrial/Government)
jobcode.in,Schools & Universities,General,India,637986,Invalid D2C category (B2B/Industrial/Government)
jobsforu.in,Schools & Universities,University,India,67979,Invalid D2C category (B2B/Industrial/Government)
jobsnet.in,Schools & Universities,Vocational & Trade School,India,128400,Invalid D2C category (B2B/Industrial/Government)
joinsuperset.com,Schools & Universities,University,India,3221406,Invalid D2C category (B2B/Industrial/Government)
josephscollege.ac.in,Schools & Universities,University,India,24640,Invalid D2C category (B2B/Industrial/Government)
jphschool.com,Schools & Universities,K-12 School,Global,12482,Invalid D2C category (B2B/Industrial/Government)
jpv.ac.in,Schools & Universities,University,India,48216,Invalid D2C category (B2B/Industrial/Government)
jrkschoolmmnagar.in,Schools & Universities,General,India,10537,Invalid D2C category (B2B/Industrial/Government)
jru.edu.in,Schools & Universities,University,India,91682,Invalid D2C category (B2B/Industrial/Government)
jspmjscoe.edu.in,Schools & Universities,University,India,13628,Invalid D2C category (B2B/Industrial/Government)
jspmrscoe.edu.in,Schools & Universities,University,India,13169,Invalid D2C category (B2B/Industrial/Government)
jsslawcollege.in,Schools & Universities,University,India,12073,Invalid D2C category (B2B/Industrial/Government)
jsu.ac.in,Schools & Universities,University,India,9256,Invalid D2C category (B2B/Industrial/Government)
juno.org.in,Schools & Universities,General,India,22612,Invalid D2C category (B2B/Industrial/Government)
jvbi.ac.in,Schools & Universities,University,India,21288,Invalid D2C category (B2B/Industrial/Government)
jwu.ac.in,Schools & Universities,Online Courses,India,9716,Invalid D2C category (B2B/Industrial/Government)
jyotinivas.org,Schools & Universities,University,India,10318,Invalid D2C category (B2B/Industrial/Government)
kakatiya.ac.in,Schools & Universities,University,India,36670,Invalid D2C category (B2B/Industrial/Government)
kalakshetra.in,Schools & Universities,University,India,21028,Invalid D2C category (B2B/Industrial/Government)
kalasalingam.ac.in,Schools & Universities,University,India,117953,Invalid D2C category (B2B/Industrial/Government)
kalindicollege.in,Schools & Universities,University,India,35360,Invalid D2C category (B2B/Industrial/Government)
kalingauniversity.ac.in,Schools & Universities,University,India,138990,Invalid D2C category (B2B/Industrial/Government)
kalvium.com,Schools & Universities,University,India,18227,Invalid D2C category (B2B/Industrial/Government)
kamdhenuuni.edu.in,Schools & Universities,University,India,220860,Invalid D2C category (B2B/Industrial/Government)
kanchiuniv.ac.in,Schools & Universities,University,India,38155,Invalid D2C category (B2B/Industrial/Government)
kanoriacollege.in,Schools & Universities,University,India,20326,Invalid D2C category (B2B/Industrial/Government)
kara.in,Schools & Universities,Pre-School,India,9486,Invalid D2C category (B2B/Industrial/Government)
karunya.edu,Schools & Universities,University,Global,120322,Invalid D2C category (B2B/Industrial/Government)
kashmiruniversity.net,Schools & Universities,University,India,139150,Invalid D2C category (B2B/Industrial/Government)
katwacollege.ac.in,Schools & Universities,University,India,13015,Invalid D2C category (B2B/Industrial/Government)
kccollege.edu.in,Schools & Universities,University,India,22190,Invalid D2C category (B2B/Industrial/Government)
kce.ac.in,Schools & Universities,General,India,31654,Invalid D2C category (B2B/Industrial/Government)
kclas.ac.in,Schools & Universities,University,India,13377,Invalid D2C category (B2B/Industrial/Government)
kcs-group.in,Schools & Universities,General,India,18289,Invalid D2C category (B2B/Industrial/Government)
kdagiitkgp.com,Schools & Universities,Professional Institute,Global,32836,Invalid D2C category (B2B/Industrial/Government)
kdcampus.live,Schools & Universities,Vocational & Trade School,India,243621,Invalid D2C category (B2B/Industrial/Government)
kdcampus.org,Schools & Universities,General,India,15214,Invalid D2C category (B2B/Industrial/Government)
ked.edu.in,Schools & Universities,Online Courses,India,13036,Invalid D2C category (B2B/Industrial/Government)
ken42.com,Schools & Universities,University,US,8514,Invalid D2C category (B2B/Industrial/Government)
keralauniversity.ac.in,Schools & Universities,University,India,283120,Invalid D2C category (B2B/Industrial/Government)
kessc.edu.in,Schools & Universities,University,India,19927,Invalid D2C category (B2B/Industrial/Government)
kgec.edu.in,Schools & Universities,University,India,14960,Invalid D2C category (B2B/Industrial/Government)
khalsaschoolkolkata.org,Schools & Universities,K-12 School,US,5416,Invalid D2C category (B2B/Industrial/Government)
kiddenz.com,Schools & Universities,Pre-School,India,17640,Invalid D2C category (B2B/Industrial/Government)
kidzee.com,Schools & Universities,Pre-School,India,49377,Invalid D2C category (B2B/Industrial/Government)
kimsbengaluru.edu.in,Schools & Universities,University,India,12403,Invalid D2C category (B2B/Industrial/Government)
kingmakersiasacademy.com,Schools & Universities,Vocational & Trade School,India,16135,Invalid D2C category (B2B/Industrial/Government)
kingscollege-uk-ncr.com,Schools & Universities,University,India,1522,Invalid D2C category (B2B/Industrial/Government)
kipscolleges.com,Schools & Universities,University,Global,4601,Invalid D2C category (B2B/Industrial/Government)
kis.in,Schools & Universities,General,India,55328,Invalid D2C category (B2B/Industrial/Government)
kitcoek.in,Schools & Universities,University,India,28678,Invalid D2C category (B2B/Industrial/Government)
kjei.edu.in,Schools & Universities,Professional Institute,India,48914,Invalid D2C category (B2B/Industrial/Government)
kkmu.edu.in,Schools & Universities,University,India,11836,Invalid D2C category (B2B/Industrial/Government)
klay.co.in,Schools & Universities,Pre-School,India,162823,Invalid D2C category (B2B/Industrial/Government)
kleschoolbelgaum.com,Schools & Universities,General,Global,2912,Invalid D2C category (B2B/Industrial/Government)
klesnc.edu.in,Schools & Universities,University,India,11965,Invalid D2C category (B2B/Industrial/Government)
klh.edu.in,Schools & Universities,University,India,42309,Invalid D2C category (B2B/Industrial/Government)
kluniversity.in,Schools & Universities,University,India,1437952,Invalid D2C category (B2B/Industrial/Government)
klyuniv.ac.in,Schools & Universities,University,India,163012,Invalid D2C category (B2B/Industrial/Government)
kmit.in,Schools & Universities,General,India,18968,Invalid D2C category (B2B/Industrial/Government)
kmvjalandhar.ac.in,Schools & Universities,University,India,15615,Invalid D2C category (B2B/Industrial/Government)
knu.ac.in,Schools & Universities,University,India,136109,Invalid D2C category (B2B/Industrial/Government)
knu.edu.iq,Schools & Universities,University,Global,16869,Invalid D2C category (B2B/Industrial/Government)
kongunaducollege.ac.in,Schools & Universities,University,India,19580,Invalid D2C category (B2B/Industrial/Government)
kpriet.ac.in,Schools & Universities,General,India,64326,Invalid D2C category (B2B/Industrial/Government)
krct.ac.in,Schools & Universities,University,India,12992,Invalid D2C category (B2B/Industrial/Government)
krea.edu.in,Schools & Universities,University,India,212168,Invalid D2C category (B2B/Industrial/Government)
kreedology.com,Schools & Universities,Pre-School,India,15478,Invalid D2C category (B2B/Industrial/Government)
krishnathcollege.ac.in,Schools & Universities,University,India,7035,Invalid D2C category (B2B/Industrial/Government)
krmangalam.edu.in,Schools & Universities,University,India,85827,Invalid D2C category (B2B/Industrial/Government)
ksit.ac.in,Schools & Universities,University,India,34194,Invalid D2C category (B2B/Industrial/Government)
kskvku.ac.in,Schools & Universities,University,India,76280,Invalid D2C category (B2B/Industrial/Government)
ksom.ac.in,Schools & Universities,University,India,23995,Invalid D2C category (B2B/Industrial/Government)
kspp.edu.in,Schools & Universities,University,India,28310,Invalid D2C category (B2B/Industrial/Government)
ktglobalschool.org,Schools & Universities,General,India,11106,Invalid D2C category (B2B/Industrial/Government)
ktj.in,Schools & Universities,Professional Institute,India,71629,Invalid D2C category (B2B/Industrial/Government)
kud.ac.in,Schools & Universities,University,India,120934,Invalid D2C category (B2B/Industrial/Government)
kuexams.org,Schools & Universities,University,Global,44212,Invalid D2C category (B2B/Industrial/Government)
kuk.ac.in,Schools & Universities,University,India,739564,Invalid D2C category (B2B/Industrial/Government)
kumaraguru.in,Schools & Universities,University,India,3964,Invalid D2C category (B2B/Industrial/Government)
kunainital.ac.in,Schools & Universities,University,India,24369,Invalid D2C category (B2B/Industrial/Government)
kuvempu.ac.in,Schools & Universities,University,India,43483,Invalid D2C category (B2B/Industrial/Government)
kvafsu.edu.in,Schools & Universities,University,India,18598,Invalid D2C category (B2B/Industrial/Government)
ladyirwin.edu.in,Schools & Universities,University,India,11276,Invalid D2C category (B2B/Industrial/Government)
lakshyaedu.co.in,Schools & Universities,University,India,12226,Invalid D2C category (B2B/Industrial/Government)
lancersconvent.ac.in,Schools & Universities,General,India,7661,Invalid D2C category (B2B/Industrial/Government)
lawfaculty.in,Schools & Universities,General,India,8627,Invalid D2C category (B2B/Industrial/Government)
lawof.in,Schools & Universities,Professional Institute,India,13602,Invalid D2C category (B2B/Industrial/Government)
lbscollege.com,Schools & Universities,University,India,18265,Invalid D2C category (B2B/Industrial/Government)
lcbcollege.co.in,Schools & Universities,University,India,5726,Invalid D2C category (B2B/Industrial/Government)
lcdc.edu.in,Schools & Universities,University,India,2337,Invalid D2C category (B2B/Industrial/Government)
ldce.ac.in,Schools & Universities,University,India,18412,Invalid D2C category (B2B/Industrial/Government)
legalchariot.com,Schools & Universities,General,India,3758,Invalid D2C category (B2B/Industrial/Government)
leo1.in,Schools & Universities,Vocational & Trade School,India,3051,Invalid D2C category (B2B/Industrial/Government)
lexiconedu.in,Schools & Universities,General,India,26269,Invalid D2C category (B2B/Industrial/Government)
lgbtqindiaresource.in,Schools & Universities,General,India,13429,Invalid D2C category (B2B/Industrial/Government)
liet.in,Schools & Universities,University,India,19634,Invalid D2C category (B2B/Industrial/Government)
lingayasvidyapeeth.edu.in,Schools & Universities,University,India,308165,Invalid D2C category (B2B/Industrial/Government)
literavalleyschool.in,Schools & Universities,Online Courses,India,16292,Invalid D2C category (B2B/Industrial/Government)
littleangelsschool.in,Schools & Universities,Pre-School,India,10866,Invalid D2C category (B2B/Industrial/Government)
littleflowercollege.edu.in,Schools & Universities,University,India,12638,Invalid D2C category (B2B/Industrial/Government)
ljku.edu.in,Schools & Universities,University,India,42199,Invalid D2C category (B2B/Industrial/Government)
lkouniv.ac.in,Schools & Universities,University,India,573301,Invalid D2C category (B2B/Industrial/Government)
lldims.edu.in,Schools & Universities,University,India,5832,Invalid D2C category (B2B/Industrial/Government)
lndcollege.co.in,Schools & Universities,University,India,42647,Invalid D2C category (B2B/Industrial/Government)
lnmipat.ac.in,Schools & Universities,Professional Institute,India,13496,Invalid D2C category (B2B/Industrial/Government)
lordsuniversal.edu.in,Schools & Universities,University,India,21666,Invalid D2C category (B2B/Industrial/Government)
lotusvalley.com,Schools & Universities,K-12 School,Global,11544,Invalid D2C category (B2B/Industrial/Government)
loyolacollegekerala.edu.in,Schools & Universities,University,India,28123,Invalid D2C category (B2B/Industrial/Government)
lpcps.org.in,Schools & Universities,University,India,23979,Invalid D2C category (B2B/Industrial/Government)
lpu.in,Schools & Universities,University,India,6881238,Invalid D2C category (B2B/Industrial/Government)
ltce.in,Schools & Universities,University,India,17504,Invalid D2C category (B2B/Industrial/Government)
ltsu.ac.in,Schools & Universities,University,India,10431,Invalid D2C category (B2B/Industrial/Government)
luarkampus.id,Schools & Universities,University,Indonesia,824846,Invalid D2C category (B2B/Industrial/Government)
luvas.edu.in,Schools & Universities,University,India,30416,Invalid D2C category (B2B/Industrial/Government)
madhavuniversity.edu.in,Schools & Universities,University,India,15722,Invalid D2C category (B2B/Industrial/Government)
mahalakshmitechcampus.com,Schools & Universities,General,India,17822,Invalid D2C category (B2B/Industrial/Government)
mahasscmarks.in,Schools & Universities,K-12 School,India,90909,Invalid D2C category (B2B/Industrial/Government)
mahatmainternational.ac.in,Schools & Universities,General,India,3879,Invalid D2C category (B2B/Industrial/Government)
mahindrauniversity.edu.in,Schools & Universities,University,India,132107,Invalid D2C category (B2B/Industrial/Government)
mahitoshnm.ac.in,Schools & Universities,University,India,14189,Invalid D2C category (B2B/Industrial/Government)
makoons.com,Schools & Universities,Pre-School,India,29365,Invalid D2C category (B2B/Industrial/Government)
mallareddyuniversity.ac.in,Schools & Universities,University,India,19674,Invalid D2C category (B2B/Industrial/Government)
manavrachnaonline.com,Schools & Universities,General,US,19101,Invalid D2C category (B2B/Industrial/Government)
mangaldaicollege.org,Schools & Universities,University,India,9506,Invalid D2C category (B2B/Industrial/Government)
mangaloreuniversity.ac.in,Schools & Universities,University,India,23165,Invalid D2C category (B2B/Industrial/Government)
manipuruniv.ac.in,Schools & Universities,University,India,93503,Invalid D2C category (B2B/Industrial/Government)
manuu.edu.in,Schools & Universities,University,India,148779,Invalid D2C category (B2B/Industrial/Government)
maraugusthinosecollege.org,Schools & Universities,University,India,4911,Invalid D2C category (B2B/Industrial/Government)
margheritacollege.in,Schools & Universities,University,India,31100,Invalid D2C category (B2B/Industrial/Government)
mariancollege.org,Schools & Universities,University,Global,12535,Invalid D2C category (B2B/Industrial/Government)
marwaricollegeranchi.ac.in,Schools & Universities,University,India,79897,Invalid D2C category (B2B/Industrial/Government)
mastersunion.org,Schools & Universities,University,India,300246,Invalid D2C category (B2B/Industrial/Government)
math-only-math.com,Schools & Universities,Pre-School,Global,296949,Invalid D2C category (B2B/Industrial/Government)
mau.ac.in,Schools & Universities,University,India,9998,Invalid D2C category (B2B/Industrial/Government)
maximusacademy.com,Schools & Universities,General,Global,2838,Invalid D2C category (B2B/Industrial/Government)
mayoornoida.net,Schools & Universities,Online Courses,India,24582,Invalid D2C category (B2B/Industrial/Government)
mayoorschooljaipur.org,Schools & Universities,K-12 School,India,13488,Invalid D2C category (B2B/Industrial/Government)
mbbcollege.in,Schools & Universities,University,India,12627,Invalid D2C category (B2B/Industrial/Government)
mbit.edu.in,Schools & Universities,University,India,62424,Invalid D2C category (B2B/Industrial/Government)
mbm.ac.in,Schools & Universities,University,India,15423,Invalid D2C category (B2B/Industrial/Government)
mcc.edu.in,Schools & Universities,University,India,28450,Invalid D2C category (B2B/Industrial/Government)
mcconline.org.in,Schools & Universities,University,India,10593,Invalid D2C category (B2B/Industrial/Government)
mcehassan.ac.in,Schools & Universities,University,India,20893,Invalid D2C category (B2B/Industrial/Government)
mcgs.ac.in,Schools & Universities,University,India,9864,Invalid D2C category (B2B/Industrial/Government)
mcmdavcwchd.edu.in,Schools & Universities,University,India,12520,Invalid D2C category (B2B/Industrial/Government)
mdcollege.in,Schools & Universities,University,India,15901,Invalid D2C category (B2B/Industrial/Government)
mdmbirati.org,Schools & Universities,University,Global,4603,Invalid D2C category (B2B/Industrial/Government)
mdsuajmer.ac.in,Schools & Universities,University,India,38243,Invalid D2C category (B2B/Industrial/Government)
mdu.ac.in,Schools & Universities,University,India,661085,Invalid D2C category (B2B/Industrial/Government)
mec.edu.in,Schools & Universities,General,India,19442,Invalid D2C category (B2B/Industrial/Government)
medcampus.io,Schools & Universities,General,Global,27638,Invalid D2C category (B2B/Industrial/Government)
medicaps.ac.in,Schools & Universities,University,India,107480,Invalid D2C category (B2B/Industrial/Government)
mednextedu.com,Schools & Universities,University,India,3795,Invalid D2C category (B2B/Industrial/Government)
meghaengg.ac.in,Schools & Universities,General,India,10409,Invalid D2C category (B2B/Industrial/Government)
megresults.nic.in,Schools & Universities,K-12 School,India,26158,Invalid D2C category (B2B/Industrial/Government)
mentza.com,Schools & Universities,Vocational & Trade School,Global,1169,Invalid D2C category (B2B/Industrial/Government)
meraconvocation.com,Schools & Universities,University,India,5653,Invalid D2C category (B2B/Industrial/Government)
mesacs.in,Schools & Universities,University,India,8438,Invalid D2C category (B2B/Industrial/Government)
mesce.ac.in,Schools & Universities,University,India,14963,Invalid D2C category (B2B/Industrial/Government)
